,Word,Raw Slope,Old Percentage,Percentage Slope,Magnitude of Derivative
357,curiosity,1236.4788732394366,0.0003796866396408512,1.4550033245405438e-06,-6
358,collapsed,678.5211267605633,0.0002509986785900224,2.49050512610788e-07,-7
359,bring,2458.2957746478874,0.0008463083441337116,1.7147748820954966e-06,-6
360,battering,168.33802816901408,5.504884729383281e-05,1.548388576222876e-07,-7
361,belated,209.16901408450704,0.00010997736923838946,-3.4322709719315627e-07,negative -7
362,cup,1328.7323943661972,0.00037385086020095854,2.003694452915678e-06,-6
363,blow,1602.8591549295775,0.00052239250388235,1.4970558120878903e-06,-6
364,curdled,50.929577464788736,1.552197005662171e-05,6.143797578278911e-08,-8
365,careful,2057.9014084507044,0.0007363911375699602,1.0757252089258459e-06,-6
366,beg,993.1971830985915,0.0002573157594270196,1.7828048514264227e-06,-6
367,certain,2471.845070422535,0.0009198271325414316,8.371836257928668e-07,-7
368,disturber,41.38028169014085,1.552197005662171e-05,1.242433854565961e-08,-8
369,begin,2298.943661971831,0.0007632236904585388,1.967240674946605e-06,-6
370,closing,1467.1690140845071,0.0004845501815350049,1.2881185995948327e-06,-6
371,cloaked,146.9718309859155,3.9226063864020755e-05,2.4901609164497535e-07,-7
